id,operating_airline,from,to,code_shares
"29cd6e05-e99a-4fc0-9a24-629f480841dc","IB","BKK","LGW",""
"d1e2d480-114d-4c3a-982d-ce8764d5d971","IB","BKK","CAN","FR"
"302f27c0-47eb-43eb-9ecb-bb2509d9d216","IB","BKK","SHA","KL"
"dd26b700-71af-4c6e-ba01-8586d3925374","IB","BKK","AMS",""
"a3a44375-db4d-4e1c-bd20-5cb174fd9177","IB","BKK","SYD","BA,AF"
"9750c30a-dc27-46ae-ba61-3bbd2ff792cb","IB","BKK","TPE","LH"
"8befd2cd-3ec1-4e95-9318-746903572dad","IB","BKK","DXB","U2"
"22480ee4-9762-494c-a65b-e62e3ab2ef60","IB","BKK","DEN","V7"
"8e5e98ab-d734-4e9c-b78f-6a3c06597d7f","IB","BKK","IST","AF"
"06819379-005a-4315-9934-9c6826cc3d44","IB","BKK","MEX","KL,V7"
"2525d7da-169a-42c2-aac0-9e523d602fa0","IB","BKK","SVO",""
"c9a8456a-d56d-4fb9-8e9b-d76366b5f639","IB","BKK","XIY","FR,LH"
"91a30c0f-9d86-4763-b2e2-73df70719eff","IB","BKK","YYZ",""
"518db600-935e-4046-9dce-b8c9de8fd0cf","IB","BKK","ICN","U2"
"6d71c79f-64b2-4c63-a46c-40de90ccf916","IB","BKK","CGK",""
"666f0dcf-5d9c-4b0f-b5cb-694e6998fd18","IB","BKK","ATL","AF,V7"
"c4fa4403-dc94-4f95-a4b9-72615d970e37","IB","SZX","ORD",""
"ffe1cc92-aa1c-4138-a170-fc95398efea3","IB","SZX","LHR","AF"
"4b9c0b68-0c9a-440c-8bda-8a6c806ddf13","IB","SZX","MNL","FR"
"87b80364-ab81-4789-98d7-00934e6f70d1","IB","SZX","PVG",""
"5ea7a645-0a49-4aa7-9c6c-933bfcbdf86e","IB","SZX","LGW","U2"
"f08fa150-a97b-4747-abda-f16870403515","IB","SZX","CAN",""
"6866c362-ff44-47a7-90d0-9e816a4ccead","IB","SZX","SHA",""
"f55d6851-0de2-4bb9-a2b0-c4bbb11711ba","IB","SZX","AMS",""
"1c354866-a41c-45f4-8b3c-b57dc9a872c7","IB","SZX","SYD","LH,KL"
"01efeb0b-c912-4152-bd71-b7694b498a0f","IB","SZX","TPE","LH"
"87bbc7b4-47ca-4035-96e9-0a9c6950d294","IB","SZX","DXB","U2"
"473b0ba5-daf7-4b3d-9d4e-b8247eae2631","IB","SZX","DEN","LH,DL"
"173c69e2-b5cf-4b9f-8d88-c73405ad9edd","IB","SZX","IST","LH,KL"
"b53cc942-c321-4d9e-8496-cf1b5ac90bca","IB","SZX","MEX","DL"
"f111bc8c-be39-4754-b345-2b8905c91d15","IB","SZX","SVO",""
"f9e867b6-7891-47c1-b605-b357885c938b","IB","SZX","XIY","U2"
"b60e5f8d-df50-49ab-a451-d4057df577c5","IB","SZX","YYZ",""
"fb970feb-d5b9-4493-b249-1880e5167d22","IB","SZX","ICN","BA,U2"
"4a1952e4-d50e-4218-a4a8-79843c9b232f","IB","SZX","CGK",""
"668fa4b8-3182-4299-bb8e-4adf60c351dd","IB","SZX","ATL",""
"4a5eedc1-a81c-453e-88f7-371e63fc4242","IB","NRT","ORD","AF,V7"
"cb6579a1-d874-407c-a1f7-7ee89e2e8a10","IB","NRT","LHR",""
"1445777c-70c0-4107-8c01-870606400fec","IB","NRT","MNL",""
"750c266c-4ab4-4461-9d06-7aaddb6016e3","IB","NRT","PVG","DL"
"dde0ca43-bf80-4fb8-b25f-61b61eec8cb1","IB","NRT","LGW","FR"
"ff06182f-d491-498a-a057-d865f9526c9d","IB","NRT","CAN","BA"
"ee118f5a-e574-4279-a232-bdb6dba12221","IB","NRT","SHA",""
"a1c3302b-55a2-48eb-893a-d1090f7ca094","IB","NRT","AMS",""
"b1abcee9-38d0-4e00-97df-f4db87712da3","IB","NRT","SYD","BA,LH"
"3c0fbe7c-7baf-47df-ab58-bb4c15c62ed4","IB","NRT","TPE","KL,FR"
"48dffd14-99a2-4ee6-89fb-1c100d1ea9d3","IB","NRT","DXB","FR,BA"
"57113332-fc35-47aa-b67b-7287ecfc03dc","IB","NRT","DEN","LH,FR"
"eb9d450b-a0e4-4c1c-89c7-ad07f9abcd64","IB","NRT","IST","EK"
"0b2e0668-9ccc-436b-9ea2-3b9895659e66","IB","NRT","MEX","BA,KL"
"11c45174-5da8-4fe4-8da9-d33f3b8ea6dd","IB","NRT","SVO","FR"
"8688d9cc-c9b6-4b00-b500-9e5f6e606af8","IB","NRT","XIY","KL,U2"
"0b6f26ed-44d1-4de4-b336-82409db9f6a7","IB","NRT","YYZ","EK"
"4ff0db6d-1a74-4437-b367-ff0c98aecfbb","IB","NRT","ICN","BA"
"505341fc-018b-4d91-8016-cfdbfd1479da","IB","NRT","CGK",""
"9e029487-51c2-446c-97c1-73b0ff1afdb4","IB","NRT","ATL","U2,V7"
"7d2295e8-f6f9-4f0d-8189-750a06966238","IB","DXB","ORD","U2,BA"
"8cd82a0d-693c-4df8-9ca6-caa0935a97bd","IB","DXB","LHR","U2"
"a93cc6fb-f6cf-40db-a9c4-fbaa1b20aee3","IB","DXB","MNL","U2"
"269bcd8f-1d2b-4246-a533-090defe24b86","IB","DXB","PVG","V7"
"26ece968-24db-4b3c-af1a-90eca23f480a","IB","DXB","LGW","DL,EK"
"4d8c3cd8-af7e-4735-abaa-edcdfb0b76e3","IB","DXB","CAN","AF,V7"
"4393a9a4-e73d-4f6a-bba7-00e2592be253","IB","DXB","SHA",""
"f593cfcf-7d63-43a9-a118-2ec93ce0c168","IB","DXB","AMS","FR,LH"
"5c8e9976-f078-425f-8c9c-baeb5864542e","IB","DXB","SYD","KL,U2"
"51be9148-554a-4597-b5ef-11123d67c2c3","IB","DXB","TPE",""
"dfbed420-463c-4a54-b28b-d20d58dc7d4e","IB","DXB","DXB","EK,KL"
"5c7c14b9-bf30-4a9b-8e2e-6b3ed9beeabf","IB","DXB","DEN",""
"3a8b17fe-f99c-4073-8dda-11fcfed9205f","IB","DXB","IST",""
"e6f959c0-ade0-4be4-a77d-246557f45243","IB","DXB","MEX","KL"
"137e76e0-6b18-4451-810a-3d83fe719d07","IB","DXB","SVO",""
"98f20e81-0f1a-4739-809e-9ab44188437e","IB","DXB","XIY","BA,LH"
"771147f4-1cf9-4955-8879-a19a4b65ae7e","IB","DXB","YYZ",""
"9ffd4d38-6fab-40f3-9d78-e74c00789545","IB","DXB","ICN","V7,KL"
"23d90b7a-39dc-459b-a7fd-2f97c6973d3d","IB","DXB","CGK",""
"5cee79ca-0831-4f93-8d38-fdfddea73f23","IB","DXB","ATL","BA"
"7f973393-bcac-44c8-8324-beea31a446a0","IB","LHR","ORD",""
"a66e0c5b-0cd7-433c-86f2-01ef76067439","IB","LHR","LHR","LH"
"ef838a06-93db-4809-923f-b53769cc0fba","IB","LHR","MNL","AF,FR"
"668bee82-ec71-4b60-89cf-bdd16a62ba7a","IB","LHR","PVG","V7"
"2f8a6724-6cd2-4ed2-864e-8edce2ff310c","IB","LHR","LGW","DL"
"7f365df3-e5d2-44dd-b443-16c70d9600c4","IB","LHR","CAN",""
"9c8c594f-5cc1-47a8-86a6-00ef387ed179","IB","LHR","SHA","LH"
"32cd8dd3-ce71-4cc1-9edf-b2c8f2234662","IB","LHR","AMS","LH,BA"
"55a2a0a8-c9bf-4c65-b8ee-836cafecb301","IB","LHR","SYD",""
"e51fd944-ac5b-4df5-bd01-e3b00dbcf584","IB","LHR","TPE","V7"
"6b7b3fef-941f-4306-bf2b-3f981becb064","IB","LHR","DXB",""
"173e641b-2be6-4e4b-b48c-074bb21d054d","IB","LHR","DEN","U2,V7"
"35647d78-c258-45ed-8b64-59e5ee04357b","IB","LHR","IST","V7,FR"
"69135c6a-5348-4a52-b0a1-c5b02b1d3c0b","IB","LHR","MEX","AF"
"ba45b1bf-20ff-4f6b-aabf-f9a7d4a1a222","IB","LHR","SVO","EK"
"825551ff-2d05-4a93-8cd8-5987b2d92e1d","IB","LHR","XIY","V7,DL"
"627a8ab5-af21-4e80-ae4d-d219cb7fce33","IB","LHR","YYZ",""
"899dcd1d-79aa-462b-bb60-559764da4bf3","IB","LHR","ICN","DL,BA"
"75187ea4-fdbb-431e-9259-79bbd81baa1b","IB","LHR","CGK","EK"
"5506a853-2189-489a-94a3-1156d8d8f5a2","IB","LHR","ATL",""
"95f20eb5-3ac1-4a37-a822-e7403a859d9b","IB","KUL","ORD","FR"
"16168bda-1578-4cbe-a81e-bd8d3fa41f8b","IB","KUL","LHR","DL,LH"
"0b3181a7-4fc7-4c20-8692-0e237a83a611","IB","KUL","MNL",""
"22c89cfb-7f69-4215-a20f-23deaa1d6ddb","IB","KUL","PVG","KL,FR"
"de376472-68fb-4bf6-88cc-9681112ad824","IB","KUL","LGW","FR,BA"
"b243e63c-c11d-4ef7-8e24-b289ffd34601","IB","KUL","CAN",""
"37f443da-73a2-4d7b-b997-10f7c399992f","IB","KUL","SHA","AF"
"a7446cfe-fc57-4238-90ce-61bfcf4e9f75","IB","KUL","AMS","EK"
"2cfcf529-869f-439d-8d94-697b5f17e2e6","IB","KUL","SYD","EK,V7"
"67d3cf3d-0da1-40a4-9ec5-4cc2dbd5ffb2","IB","KUL","TPE","AF"
"a503f3ed-c8bb-4f8a-aaac-b7d664538491","IB","KUL","DXB","AF,DL"
"bbcf1030-b8e8-4ce9-a17b-7006c8862a85","IB","KUL","DEN","BA"
"529df746-50a2-4cc1-9542-52589968d0e6","IB","KUL","IST","DL"
"5093f053-8243-4066-bf92-a31d1228e58f","IB","KUL","MEX",""
"e8dcb01e-1e3b-46b1-83d3-8192aec2e4de","IB","KUL","SVO",""
"4377dc70-f80c-4214-a7a9-8545c0399ae1","IB","KUL","XIY","BA,U2"
"76acd81d-8aee-47e7-bc3f-46a69eff25c3","IB","KUL","YYZ","EK,U2"
"0f922532-c880-4a56-b72d-7c7bc9facb58","IB","KUL","ICN","DL,FR"
"7c10eaeb-eb1f-4d78-b684-d32c95ad48d4","IB","KUL","CGK",""
"efc9488c-0ad8-495e-80fc-47b13e49e15a","IB","KUL","ATL","KL"
"93d523ff-67ad-4199-b602-1283f12f32f5","IB","CTU","ORD","DL,KL"
"dd69f26e-95c4-419d-9e51-45ed13e7835a","IB","CTU","LHR",""
"2f00953e-a6e8-474e-b3e1-259128d4e921","IB","CTU","MNL","BA"
"669ee530-4ee0-4523-aa4b-4c010c326cf2","IB","CTU","PVG",""
"3d5dea0d-a328-418a-8f46-13e49e494ab7","IB","CTU","LGW","FR,AF"
"07c48ef1-c110-478b-9f68-a7b11e676fe0","IB","CTU","CAN",""
"aae2bf0d-47d4-4d56-9045-ed98c53c2dd5","IB","CTU","SHA","U2,LH"
"82efa322-0de3-4fc5-88af-5b929161fd9a","IB","CTU","AMS","KL,BA"
"976110bf-d837-462c-988e-2bebb5ccb665","IB","CTU","SYD","LH"
"19e0a1f4-0d0c-4d42-9c39-b09a6cdd5058","IB","CTU","TPE","DL"
"b787736a-e3ec-4aa4-96e1-40bb430c170e","IB","CTU","DXB","U2,FR"
"96ba07e4-543c-413e-b93a-32e6f5c3170b","IB","CTU","DEN","EK,DL"
"020c7e05-7fd1-4981-ac3f-b850e563d2d8","IB","CTU","IST","BA,FR"
"ff526ab3-a8fa-483e-899e-7e91ec808701","IB","CTU","MEX","BA,FR"
"cde4b10d-9d23-4aba-8dde-e220a928609a","IB","CTU","SVO","V7,U2"
"bc8346e9-923c-4eba-ad9a-cb4b0bc17583","IB","CTU","XIY","EK,LH"
"cf7664ca-54a5-43f9-a89d-0ffb4684fb7f","IB","CTU","YYZ","LH"
"4453157d-1fe8-4f55-9bcb-5770bf44f06c","IB","CTU","ICN","BA,U2"
"2524b076-11cf-44cd-95c3-b21a5db4c0f8","IB","CTU","CGK","U2,V7"
"ceec8394-708a-4c59-a528-5c2884373ae7","IB","CTU","ATL",""
"a2817f59-e346-4255-aaaf-fcda16b83774","IB","DEL","ORD","KL"
"9a4f74d0-0202-4ede-bf4e-f6fd346825c7","IB","DEL","LHR",""
"8b89114f-69e9-4dcc-8a1b-eafcb9ca688e","IB","DEL","MNL",""
"c0e46d1a-e133-40f5-9d0b-b0ee117c24c7","IB","DEL","PVG",""
"9d98dd8f-73ed-4960-aaa6-12215ec484c8","IB","DEL","LGW","FR,DL"
"e1acce95-825e-4bac-b9b4-f7e7d65b8936","IB","DEL","CAN",""
"611ca239-6294-47e5-95c9-cdefbc81226e","IB","DEL","SHA","LH,KL"
"13875d1a-f50d-4da7-8c2b-8b597794e037","IB","DEL","AMS","V7"
"9e87e0c4-c627-4469-8126-df9f0ffb9ec8","IB","DEL","SYD","FR,BA"
"6beb29d1-f84d-4de2-b2bb-46650bef875d","IB","DEL","TPE","AF,KL"
"c90ed975-9a04-4a22-a455-9073496eb5dc","IB","DEL","DXB","LH"
"7802951b-b05f-4561-8cb5-95d4b4238275","IB","DEL","DEN","U2"
"c013ea7d-00d7-4985-9ba6-a477184949e8","IB","DEL","IST","EK"
"324ac20f-fd17-4c1e-ab2f-403ab2161a8c","IB","DEL","MEX","EK,V7"
"fa94d02f-0804-465d-a96e-20d94d26d93e","IB","DEL","SVO",""
"fcaf9761-a084-480e-828e-2b44e8a89c54","IB","DEL","XIY","DL"
"a8022477-4a0d-481f-b2f4-2df05fa752ef","IB","DEL","YYZ",""
"1c535a5a-7c98-4389-b73f-0a1fe5f99dcc","IB","DEL","ICN",""
"0b48f039-93c1-4637-8ea5-5eea6038e16d","IB","DEL","CGK","DL"
"7deceac0-d567-49af-9979-ed02df256950","IB","DEL","ATL",""
"335e2270-b300-40a1-90a5-58c12578e095","IB","BOM","ORD",""
"f4fb15db-ec99-42e2-b868-7807dcec783d","IB","BOM","LHR","BA"
"1632485c-b758-4b2a-b3d3-b59a26062fb3","IB","BOM","MNL",""
"70611c2c-ef36-443c-b869-7e5da0338ef4","IB","BOM","PVG","FR"
"66c8d0cf-bd0b-47f0-b78f-811219b6d692","IB","BOM","LGW",""
"7d96804b-7870-4729-b4e3-4b6fd4ca2af4","IB","BOM","CAN",""
"8668aa5f-534a-4177-96fe-2d43a7852e5e","IB","BOM","SHA","AF,U2"
"e916708b-0bcc-4ff6-bfbc-55bdd7542b0e","IB","BOM","AMS",""
"79c57428-b572-4968-83e4-b21759ce4da0","IB","BOM","SYD","DL,BA"
"4af2d6e8-c789-4a49-ae97-7e44c34805bf","IB","BOM","TPE","U2,V7"
"bfb8e615-e0cc-47c1-ad09-aad8a0468ea2","IB","BOM","DXB",""
"995c4fc2-fa2a-4447-bc09-2458f47995d8","IB","BOM","DEN","FR,KL"
"0a0c38b5-3e2f-4f78-b7e1-8f1549c405e2","IB","BOM","IST","FR,LH"
"a1a1e1b9-0b45-4fb7-a31f-1cc971530d02","IB","BOM","MEX","EK"
"2230c6d3-0863-4ff2-80c7-1c641eb17da8","IB","BOM","SVO",""
"295ab849-a614-4e2b-bb0e-d5b15aca59fc","IB","BOM","XIY","KL"
"34e81a71-76f8-408a-bdc9-d6441608f68b","IB","BOM","YYZ",""
"b3f1c58d-5305-47c4-933c-fa1a28c04ade","IB","BOM","ICN","V7"
"a8b1cf9a-54eb-459c-920d-6506db49d5d8","IB","BOM","CGK","FR"
"c7153790-25ec-43eb-9d22-c72a15afe94f","IB","BOM","ATL","BA"
"16fae48e-a78b-45ce-8ee7-1186f7684733","IB","SFO","ORD",""
"cc888464-2c2d-4226-8ed4-fa6ea878d71c","IB","SFO","LHR","AF"
"0d53d990-ee1a-4acd-91ea-d85774c7f69e","IB","SFO","MNL","FR"
"93e0d6a9-bf7a-48e2-a6a8-6b2d9e0e5b34","IB","SFO","PVG","EK,DL"
"13d94686-d3c6-40c9-bf99-ba89e5acb554","IB","SFO","LGW",""
"c5f0a765-3f9d-480d-aad2-ff544976665a","IB","SFO","CAN","KL,AF"
"d3093122-7e70-4c79-b1a4-f6e220468eb4","IB","SFO","SHA",""
"378c1d1a-ed09-4eeb-808b-69315d9fdaf6","IB","SFO","AMS","KL"
"7b41a01f-276a-40bf-be69-56414fd36237","IB","SFO","SYD","KL,DL"
"3f235e2e-01ee-4fea-be3f-4d69997fbc2a","IB","SFO","TPE","FR,U2"
"d9de6255-5dc7-4d22-a77d-7eb4262f7282","IB","SFO","DXB","BA"
"d8eaa2c5-be5f-45bd-8d78-225763d716bd","IB","SFO","DEN",""
"fa1daefd-301b-4a9f-9e8d-acf3ca25e941","IB","SFO","IST",""
"06e7f177-e33b-4030-aab9-84598c8c3fae","IB","SFO","MEX",""
"f92018d7-d3b9-4f7a-9467-97ac72cca307","IB","SFO","SVO",""
"5b7f6739-f124-423c-b17e-fc4bc76cd85a","IB","SFO","XIY","LH,FR"
"7eb9c7d3-ba6f-4c30-a4fa-20b29609380f","IB","SFO","YYZ","KL"
"ab5ee0f6-18f1-4d4b-9fe5-04b9249950b4","IB","SFO","ICN","U2,AF"
"84bd8cfe-510f-4702-a7ed-9e0e337c3eab","IB","SFO","CGK","DL"
"b08702d5-1a07-4980-b3ad-3e85eeb794bb","IB","SFO","ATL","BA,AF"
"62fc2342-98f6-46fc-9f26-e1ec8c391413","IB","DFW","ORD","DL"
"14a63910-9a45-4ccd-89be-d1a825b39699","IB","DFW","LHR","BA"
"45775157-e21a-4c2c-9090-00c2d43d2966","IB","DFW","MNL","KL,FR"
"344e9510-5b02-40ed-872a-477974b1bd1d","IB","DFW","PVG","EK,DL"
"54af72df-064c-4273-ae60-04b4ad4ee291","IB","DFW","LGW","DL,LH"
"4abf1d1c-d985-42be-bfef-8878c921ea75","IB","DFW","CAN","AF,BA"
"59c1fc35-5144-4e2d-8fca-9800ee53ff5a","IB","DFW","SHA","LH"
"2fbb1fd7-dea2-4ab5-bea9-2ca072434bbd","IB","DFW","AMS",""
"f0e6639a-6db9-41b1-ae44-16790f3c114e","IB","DFW","SYD","V7,KL"
"0dfe303c-9698-487e-b715-eb770e7b08b5","IB","DFW","TPE",""
"b008174b-1f23-4a82-8cf0-fb41e658f807","IB","DFW","DXB",""
"c8ac0a79-8b87-4a86-8f80-b15bd4fcc958","IB","DFW","DEN",""
"7a4c13dd-a829-4eb1-a922-e542a65ce98a","IB","DFW","IST","DL,LH"
"8827646b-8619-47fa-b317-7e50712a1497","IB","DFW","MEX","DL,FR"
"35fdb42b-474e-43d4-b1ff-a4736c27909a","IB","DFW","SVO","EK"
"86a10d39-a524-494d-a4c9-149c79552a4a","IB","DFW","XIY","V7"
"c26b1ed3-d94c-4b92-8172-ccac44764c94","IB","DFW","YYZ","DL,BA"
"df453c51-f6fa-4248-a322-80cabbeda922","IB","DFW","ICN",""
"fcbbff90-4345-4917-923b-6ec7de88b7f3","IB","DFW","CGK","U2"
"21211e9f-2eb9-4fc3-9f82-5ec55e01697f","IB","DFW","ATL",""
"b211ce11-c278-4e49-a3c0-1e6d36b8e05a","U2","YYZ","DEL",""
"20d4ca82-1590-486b-8b11-6f04247be76e","U2","YYZ","DFW",""
"e83a8992-240c-443e-a374-f38f40bd4593","U2","YYZ","FCO","V7"
"5cc09154-6bb3-494f-bc15-362fd6bb9c0a","U2","YYZ","ORD",""
"d16702c5-780d-4a37-b6fe-e7b0f2c7d8d5","U2","YYZ","SHA","IB,LH"
"d027154b-2ce8-4824-a29e-d59226ea8af1","U2","YYZ","XIY","EK,LH"
"bb66e94d-d249-431e-89ae-ece7bafd568c","U2","YYZ","AMS","AF"
"95efcb75-4e6c-4431-8220-e21905040389","U2","YYZ","CGK",""
"aecabff0-68e9-46ff-a706-b676f075d08d","U2","YYZ","MIA","FR"
"c9145197-b8bc-42d3-8ade-f3012b352b5a","U2","YYZ","FRA","DL,LH"
"27d54e7c-4c5d-4c2d-a3d9-61a7ec3b0b2b","U2","YYZ","BOM","KL"
"cbc80a6e-02aa-4364-86f8-06845bfa943e","U2","YYZ","PEK","FR"
"c74fd70f-d78a-4814-991b-00f19c2c1b96","U2","YYZ","SVO","IB,FR"
"ecef7e3b-b898-4dc0-8581-ce97b083e204","U2","YYZ","MEX",""
"856ba272-4b59-4bde-983e-b986e031c4d6","U2","YYZ","JFK","LH"
"546edf80-d4ca-479b-bcdf-fba74c08ce3c","U2","YYZ","TPE",""
"1b7e6f8e-fcfc-4ea6-a78f-88cba55bf7c7","U2","YYZ","SIN",""
"3005bcff-5a67-4c36-b6b3-5700f1386eaf","U2","YYZ","MNL","IB"
"cd56899f-7f56-4260-8876-fd40cc24d8c7","U2","YYZ","MUC",""
"5d8e4022-80de-4e18-a1d6-b343e40ecbbc","U2","YYZ","HND","FR,DL"
"74294cb6-df56-4ebe-b9f3-cb8b7568832d","U2","NRT","DEL","AF,FR"
"7d6470d6-392c-4779-b92d-11bd06f21dbf","U2","NRT","DFW","DL,IB"
"fdb1c90e-ba89-4312-a6e3-5a3d2b7de0da","U2","NRT","FCO","IB"
"d9d9fce6-85f0-4bd0-9480-c68d4860c54f","U2","NRT","ORD","V7,DL"
"f90bf958-c83a-4133-8d05-5b282d26aaa2","U2","NRT","SHA","FR"
"6e112c3e-62e9-49c1-a910-36b778c7ec17","U2","NRT","XIY","LH,V7"
"8bc84fa3-9f3f-4df3-a59d-4d6780dedc03","U2","NRT","AMS",""
"882bebed-9ba3-449c-91bd-ac501de8ee9b","U2","NRT","CGK","BA"
"94088dff-f320-4d30-b77a-11ab7d138728","U2","NRT","MIA",""
"9e4a3f0d-ee08-45a5-9f25-bc921f57ee7c","U2","NRT","FRA",""
"a27f0506-c9c6-489e-9846-516d1263f780","U2","NRT","BOM","IB"
"e0088198-c505-4899-8cbe-1234914e07cd","U2","NRT","PEK","FR,LH"
"d3f6a12d-06c3-48bd-ab9b-65a2204d8f1a","U2","NRT","SVO",""
"6bac985b-52ec-49f4-b533-3de788fc01f5","U2","NRT","MEX","KL,BA"
"60aae3b8-b12f-427e-b290-f32a3599c7ca","U2","NRT","JFK",""
"8491bed2-f183-4487-bf2f-8461570c7c60","U2","NRT","TPE",""
"247fff2c-9f07-4842-a47c-bdc4050ea852","U2","NRT","SIN","IB"
"b4bd7605-d04e-4247-a748-b51ce37639e3","U2","NRT","MNL",""
"6d3c0d1c-4e76-4374-a535-f67aba142b1f","U2","NRT","MUC","IB,AF"
"68088290-88e3-44fb-93f6-3b88531d64f6","U2","NRT","HND",""
"44a16e27-62e9-4a21-9f1b-caac0f70cdfe","U2","CDG","DEL","DL,IB"
"66b23b99-5091-43ea-a623-913e3debb911","U2","CDG","DFW","AF,IB"
"77e5bdee-d5c9-4b1e-8753-52dcca690c34","U2","CDG","FCO","KL,DL"
"20b168e1-13bf-41bf-bee8-b3ee29de6459","U2","CDG","ORD","DL,FR"
"2d84eb84-eae4-49c6-a876-fe7d7037373b","U2","CDG","SHA","FR"
"cdd54ba5-0aa6-4a50-8f22-23e25213218e","U2","CDG","XIY","BA,V7"
"20b27dc2-23a6-4eb7-a4fa-f85e83e075a2","U2","CDG","AMS","AF"
"e86c1241-d091-4341-b72d-d5da7a31e934","U2","CDG","CGK","BA"
"ca630c53-b16f-4648-896c-80535c95e3b5","U2","CDG","MIA",""
"9dd854d0-32a4-4f9a-937c-8964fa502df8","U2","CDG","FRA","V7"
"f41d34e4-13b1-46af-88ec-0e4b99234f60","U2","CDG","BOM","FR"
"b2f76fe5-7308-40a1-ac3b-c97a65e88b15","U2","CDG","PEK",""
"dbb4276d-caf5-417b-8ff0-6df3de676c78","U2","CDG","SVO","V7"
"28e5da10-eec2-4ed2-90e9-5651ef264c4e","U2","CDG","MEX",""
"b8073f07-1bfa-4f8e-99d8-691a17828c0a","U2","CDG","JFK","DL,KL"
"65ad8f1b-74ba-41bb-95cd-f78efeb4248f","U2","CDG","TPE","EK,LH"
"2034a8c5-6943-41f4-a8de-43e859e5a902","U2","CDG","SIN","BA"
"d81bed14-8246-459d-ac67-d40c093b866d","U2","CDG","MNL","KL"
"2c4b24c9-75a6-4f53-80f7-01c7ef5440a3","U2","CDG","MUC",""
"327739d1-2cc1-411d-9e09-d87909d0eb60","U2","CDG","HND",""
"ca7a6273-e520-4f6a-aa40-ad7d41b5c939","U2","SYD","DEL","KL"
"72cfd7ab-d2d7-4134-9261-68e747418ac4","U2","SYD","DFW","V7"
"b52a634c-b14c-4b4c-b2e0-dceb3dd5cc26","U2","SYD","FCO","LH,IB"
"ae5eb735-72f4-4936-8e64-c703ebb831d5","U2","SYD","ORD",""
"6b3529ab-0065-49de-bead-02a3bac31da2","U2","SYD","SHA","V7"
"56e807f0-7b62-4f48-b8d8-582a24614042","U2","SYD","XIY","LH"
"e027d744-418d-4b00-91c0-61167f02c1ab","U2","SYD","AMS","LH"
"a4a4260d-a2ac-45f9-8ddc-d8cd5d051985","U2","SYD","CGK","IB"
"8b08cfb4-400a-409f-a0c2-5b768f73f03b","U2","SYD","MIA","LH,FR"
"011e7948-5bd7-456d-883d-22c0b42ec0ad","U2","SYD","FRA",""
"04f04d66-8831-44be-b5c7-7db0eaa81d7a","U2","SYD","BOM",""
"af291bf1-fad3-4010-a08c-bf3682b8b626","U2","SYD","PEK","EK"
"117e85af-1fb5-4632-82f7-84440f440ce6","U2","SYD","SVO","V7"
"392eecfb-5d80-4fb5-b4bf-e7843d0c1813","U2","SYD","MEX",""
"d5545eed-f042-4792-85f7-63b9d3d32936","U2","SYD","JFK","IB,AF"
"388531a7-c6dc-491d-9fa9-1827ba4d3e25","U2","SYD","TPE","BA"
"046984b2-08cb-4640-8b70-a47fae8b384a","U2","SYD","SIN",""
"320d7cfc-9f1b-4105-b954-bf7f86717567","U2","SYD","MNL","LH,KL"
"b3509bd4-379a-4a1f-a6e8-a12e1d70c3b4","U2","SYD","MUC",""
"7ea92562-140a-41c1-b0c0-76a2bb6b965e","U2","SYD","HND","AF,BA"
"a15f3a2e-21ed-4194-8acc-0f083a4dae40","U2","KMG","DEL","FR"
"e0887673-0e30-4996-aaf9-56ea1c01e94c","U2","KMG","DFW","LH"
"2d8cfb3e-804e-4882-a3f0-9a1a7c98fce1","U2","KMG","FCO",""
"3df85e94-f442-4580-856b-09a876aff4fe","U2","KMG","ORD","EK,AF"
"92f9d5ea-43e6-4d40-8fe7-36207022b814","U2","KMG","SHA","EK"
"1184be44-4502-414b-8ee7-5908b65164d6","U2","KMG","XIY","AF"
"2e497cea-eb67-4f53-b2f5-ce9d308e576a","U2","KMG","AMS","EK"
"0af04906-43e3-4f02-acc0-863df5dd8638","U2","KMG","CGK","LH,KL"
"5b9813bf-9ce7-4493-9a25-20c6b7983010","U2","KMG","MIA","IB"
"c49f1d27-e350-4d91-b9fe-aa2c23e5792c","U2","KMG","FRA",""
"ea438384-da0c-4dd3-bec3-cc69de54420b","U2","KMG","BOM",""
"64797907-d774-41a4-a5a0-5853a794a9d6","U2","KMG","PEK",""
"eff37cb0-a8dd-4bc9-96ac-848bdb4610a0","U2","KMG","SVO","KL"
"73200331-771a-4c1d-9ca4-9ee0ca3492e5","U2","KMG","MEX","LH"
"1c051c3c-3ee0-4d8a-8375-03665d4e7a85","U2","KMG","JFK",""
"a9c93d8d-134c-4d5a-a381-76b047d34ba5","U2","KMG","TPE","BA,KL"
"2cac9094-dd6a-4c37-a425-3669f4f0090d","U2","KMG","SIN",""
"33a55a2e-d566-49a1-87f7-c5ab53d91762","U2","KMG","MNL",""
"233feb27-584b-4174-9b9c-38ed7e202c6c","U2","KMG","MUC","BA"
"0fca8d8e-5773-4169-ba0d-e3a27bfb67a2","U2","KMG","HND","FR"
"ae404910-4055-495b-b751-4cc3020f2eb4","U2","DXB","DEL","V7"
"8ecf8c99-b863-4146-a43b-e0d465e3d7b0","U2","DXB","DFW","IB"
"8e048bdd-cb6e-4dea-8ecb-b9f0c3558d73","U2","DXB","FCO","V7"
"8656c6a8-d3b5-4084-b48a-eda97ddef497","U2","DXB","ORD","IB,LH"
